Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,kg CO2 eq/kg de produit
boissons,eaux,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",0.000669
boissons,eaux,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",0.000669
boissons,eaux,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0.000669
boissons,eaux,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",0.000669
boissons,eaux,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0.000669
boissons,eaux,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0.000669
boissons,eaux,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0.000669
boissons,eaux,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",0.000669
boissons,eaux,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0.000669
boissons,eaux,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0.000669
boissons,eaux,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",0.000669
boissons,eaux,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",0.000669
boissons,eaux,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0.000669
boissons,eaux,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0.000669
boissons,eaux,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0.000669
boissons,eaux,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",0.000669
boissons,eaux,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",0.000669
boissons,eaux,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",0.000669
boissons,eaux,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",0.000669
boissons,eaux,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",0.000669
boissons,eaux,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",0.000669
boissons,eaux,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",0.000669
boissons,eaux,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",0.000669
boissons,eaux,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)",0.000669
boissons,eaux,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",0.000669
boissons,eaux,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0.000669
boissons,eaux,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",0.000669
boissons,eaux,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",0.000669
boissons,eaux,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)",0.000669
boissons,eaux,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0.000669
boissons,eaux,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.000669
boissons,eaux,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",0.000669
boissons,eaux,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)",0.000669
boissons,eaux,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)",0.000669
boissons,eaux,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0.000669
boissons,eaux,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",0.000669
boissons,eaux,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",0.000669
boissons,eaux,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",0.000669
boissons,eaux,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0.000669
boissons,eaux,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.000669
boissons,eaux,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",0.000669
boissons,eaux,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",0.000669
boissons,eaux,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",0.000669
boissons,eaux,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",0.000669
boissons,boisson alcoolisées,Gin,0.00838
boissons,boissons sans alcool,"Jus d'ananas, à base de concentré",0.0445
boissons,boissons sans alcool,"Jus d'ananas, pur jus",0.0646
boissons,boissons sans alcool,Jus de betterave,0.00437
boissons,boissons sans alcool,"Jus de carotte, pur jus",0.00121
boissons,boissons sans alcool,"Jus de citron, pur jus",0.0036
boissons,boissons sans alcool,Jus de fruits rouges,0.00334
boissons,boissons sans alcool,"Jus de mangue, frais",0.0021
boissons,boissons sans alcool,"Jus de pamplemousse (pomelo), pur jus",0.00749
boissons,boissons sans alcool,"Jus de pomme, pur jus",0.00173
boissons,boissons sans alcool,"Jus de raisin, pur jus",0.00218
boissons,boissons sans alcool,"Jus de tomate, pur jus (aliment moyen)",0.00191
boissons,boissons sans alcool,"Jus d'orange, à base de concentré",0.00496
boissons,boissons sans alcool,"Jus d'orange, maison",0.00281
boissons,boissons sans alcool,"Jus multifruit - base orange, multivitaminé",0.00644
boissons,boissons sans alcool,"Jus multifruit - base pomme, standard",0.00297
boissons,boissons sans alcool,"Jus multifruit, à base de concentré, standard",0.00409
boissons,boissons sans alcool,"Jus multifruit, pur jus, multivitaminé",0.00409
boissons,boissons sans alcool,"Jus multifruit, pur jus, standard",0.00409
boissons,boisson alcoolisées,Kir (au vin blanc),0.00585
boissons,boisson alcoolisées,Kir royal (au champagne),0.00585
boissons,boissons sans alcool,Lait de coco ou Crème de coco,0.00182
boissons,boissons sans alcool,"Limonade, non sucrée, avec édulcorants",0.00174
boissons,boissons sans alcool,"Limonade, sucrée",0.00174
boissons,boissons sans alcool,"Limonade, sucrée, avec édulcorants",0.00174
boissons,boisson alcoolisées,Liqueur,0.00875
boissons,boisson alcoolisées,Marsala,0.00554
boissons,boissons sans alcool,Nectar d'abricot,0.00139
boissons,boissons sans alcool,Nectar de banane,0.00208
boissons,boissons sans alcool,Nectar de mangue,0.00286
boissons,boissons sans alcool,Nectar de pêche,0.00379
boissons,boissons sans alcool,Nectar de poire,0.00331
boissons,boissons sans alcool,Nectar d'orange,0.00329
boissons,boissons sans alcool,"Nectar multifruit, multivitaminé",0.00409
boissons,boissons sans alcool,"Nectar multifruit, standard",0.00409
boissons,boisson alcoolisées,Panaché (limonade et bière),0.00361
boissons,boisson alcoolisées,Panaché préemballé (<1° alc.),0.00361
boissons,boisson alcoolisées,Pastis,0.00838
boissons,boisson alcoolisées,Pétillant de fruits,0.00606
boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat pour boisson, sucrée",0.0436
boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines",0.0436
boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux",0.0436
boissons,boisson alcoolisées,Rhum,0.00838
boissons,boisson alcoolisées,Saké ou Alcool de riz,0.00838
boissons,boisson alcoolisées,Sangria,0.00663
boissons,boissons sans alcool,"Sirop à diluer, sucré",0.00398
boissons,boissons sans alcool,Smoothie,0.00227
boissons,boissons sans alcool,"Thé infusé, non sucré",0.00012
boissons,boissons sans alcool,"Thé noir, infusé, non sucré",0.00012
boissons,boissons sans alcool,"Thé oolong, infusé, non sucré",0.00012
boissons,boissons sans alcool,"Thé vert, infusé, non sucré",0.00012
boissons,boissons sans alcool,"Tisane infusée, non sucrée",0.00012
boissons,boissons sans alcool,"Tonic ou bitter, non sucré, avec édulcorants",0.00174
boissons,boissons sans alcool,"Tonic ou bitter, sucré",0.00174
boissons,boissons sans alcool,"Tonic ou bitter, sucré, avec édulcorants",0.00174
boissons,boisson alcoolisées,Vin blanc mousseux,0.00579
boissons,boisson alcoolisées,Vin blanc mousseux aromatisé,0.00579
boissons,boisson alcoolisées,Vin blanc sec,0.00579
boissons,boisson alcoolisées,Vin doux,0.00521
boissons,boisson alcoolisées,Vin rosé,0.00557
boissons,boisson alcoolisées,Vin rouge,0.00554
boissons,boisson alcoolisées,Vodka,0.00838
boissons,boisson alcoolisées,Whisky,0.00838
entrées et plats composés,plats composés,Aligot (purée de pomme de terre à la tomme fraîche),0.00569
entrées et plats composés,plats composés,Beignet de légumes,0.00481
entrées et plats composés,feuilletées et autres entrées,"Beignet de viande, volaille ou poisson, fait maison",0.0132
entrées et plats composés,plats composés,Blanquette de veau,0.0287
entrées et plats composés,plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable",0.0013
entrées et plats composés,plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler",0.0013
entrées et plats composés,plats composés,Boeuf aux carottes,0.0319
entrées et plats composés,plats composés,Boeuf bourguignon,0.0347
entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, à la viande/volaille/quenelle",0.0108
entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, au poisson et fruits de mer",152
entrées et plats composés,soupes,"Bouillon de boeuf, déshydraté reconstitué",0.000409
entrées et plats composés,soupes,"Bouillon de légumes, déshydraté reconstitué",0.000385
entrées et plats composés,soupes,Bouillon de volaille,0.000385
entrées et plats composés,plats végétariens,"Boulette végétale au soja et/ou blé, préemballée",0.00569
entrées et plats composés,plats composés,"Boulettes au bœuf, à la sauce tomate",0.0178
entrées et plats composés,feuilletées et autres entrées,Brick à la pomme de terre,0.00918
entrées et plats composés,feuilletées et autres entrées,Brick à l'oeuf,0.00918
entrées et plats composés,feuilletées et autres entrées,Brick au boeuf,0.00918
entrées et plats composés,feuilletées et autres entrées,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",0.00918
entrées et plats composés,plats composés,Brochette de poisson,278
entrées et plats composés,sandwichs,Burger au poisson,107
entrées et plats composés,sandwichs,Burger au poulet,12
entrées et plats composés,sandwichs,Burger végétarien,0.00567
entrées et plats composés,"pizzas, tartes et crêpes salées",Burritos,0.0134
entrées et plats composés,feuilletées et autres entrées,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",0.00938
entrées et plats composés,plats composés,"Canard en sauce (poivre vert, chasseur, etc.)",17
entrées et plats composés,plats composés,"Cassoulet au canard ou oie, appertisé",0.00648
entrées et plats composés,plats composés,"Cassoulet au porc, appertisé",0.00665
entrées et plats composés,plats composés,"Cassoulet, appertisé",0.00215
entrées et plats composés,salades composées et crudités,"Céleri rémoulade, préemballé",0.00372
entrées et plats composés,salades composées et crudités,Champignon à la grecque,0.00596
entrées et plats composés,sandwichs,"Cheeseburger, provenant de fast food",0.0268
entrées et plats composés,plats composés,Chili con carne,0.0274
entrées et plats composés,plats composés,Chou farci,0.00973
entrées et plats composés,plats composés,Choucroute garnie,0.00532
entrées et plats composés,plats composés,"Choucroute, sans garniture, égouttée",0.00277
entrées et plats composés,plats composés,Coq au vin,0.0182
entrées et plats composés,plats composés,Couscous à la viande,0.00869
entrées et plats composés,plats composés,"Couscous à la viande ou au poulet, allégé",0.00821
entrées et plats composés,plats composés,Couscous au mouton,23
entrées et plats composés,plats composés,Couscous au poisson,0.0729
entrées et plats composés,plats composés,Couscous au poulet,0.00754
entrées et plats composés,plats composés,Couscous de légumes,0.00287
entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),0.00869
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,0.0494
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)",0.00838
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,0.00962
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,0.00599
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite",0.00851
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,0.00503
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,0.00851
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,0.00851
entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,0.00863
entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,0.0088
entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,0.0088
